date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,reff_mean,reff_lower,reff_upper,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_deaths_unscaled,cumulative_hospitalizations,daily_deaths_unscaled,daily_infections,population,mobility_mean,mobility_obs,testing_mean,testing_lower,testing_upper,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization
2/11/21,reference,Canada,7571.88,10432.37,5647.78,33290.32,22856.35,43606.32,3196484.71,2281896.18,4948687.37,123.11,81.23,167.58,72.43,72.43,72.43,21076.91,21076.91,21076.91,,,,33369.06,140.2,817132,21130,20569.86,84,3150,36519840.27,-44.9706,1,100837.3615,100837.3615,100837.3615,1,1.1466,0,0.8504,1,1655213.498,281887.4911,737816.0155,4083.32,6023.61,2845.17,819.24,1227.44,564.82,142.26,168.82,125.27,86460,4048,0.0078,0.307,0.0143
2/12/21,reference,Canada,7466.98,10283.9,5581.2,33406.46,22933.02,43763.37,3203951.69,2287449.17,4959989.19,116.14,76.51,158.37,68.04,68.04,68.04,21144.95,21144.95,21144.95,,,,33499.35,130.3,820275,21204,20661.43,74,3143,36519840.27,-44.8236,1,100711.5571,100711.5571,100711.5571,1,1.1456,0,0.8506,1,1680881.748,301241.7143,755310.1506,3990.34,5858.47,2795.18,793.12,1180.92,550.86,140.56,166.28,124.1,86460,4048,0.0076,0.3098,0.0145
2/13/21,reference,Canada,7375.47,10159.81,5513.1,33516.64,23005.57,43912.52,3211327.16,2292958.51,4971166.77,110.19,72.42,150.6,64.29,64.29,64.29,21209.24,21209.24,21209.24,,,,33622.42,123.06,823774,21276.5,20780,72.5,3499,36519840.27,-44.6316,1,100629.2706,100629.2706,100629.2706,1,1.1445,0,0.8504,1,1706549.998,320595.9375,774141.3997,3901.67,5699.53,2739.6,769.95,1137.96,539.56,139.86,164.82,123.91,86460,4048,0.0075,0.314,0.0149
2/14/21,reference,Canada,7297.54,10062.32,5449.4,33622.13,23074.83,44055.51,3218624.7,2298432.94,4982239.42,105.49,69.13,144.6,61.31,61.31,61.31,21270.56,21270.56,21270.56,,,,33744.17,121.75,826636,21347,20858.57,70.5,2862,36519840.27,-44.3832,1,100585.9299,100585.9299,100585.9299,1,1.1421,0,0.8499,1,1735899.819,339137.0179,788996.0997,3826.22,5557.53,2698.46,748.16,1096.63,527.62,139.88,164.14,124.41,86460,4048,0.0074,0.3198,0.0153
2/15/21,reference,Canada,7232.56,9980.03,5396.36,33724.11,23141.58,44193.95,3225857.26,2303880.91,4993226.27,101.98,66.6,140.64,59.05,59.05,59.05,21329.61,21329.61,21329.61,,,,33810.14,65.96,829170,21384.5,20935.14,37.5,2534,36519840.27,-44.0294,1,100576.8078,100576.8078,100576.8078,1,1.1397,0,0.8495,1,1765249.641,357678.0982,806280.3478,3762.21,5429.13,2673.62,726.94,1055.61,516.63,140.34,163.95,125.27,86460,4048,0.0073,0.3272,0.0157
2/16/21,reference,Canada,7179.95,9912.61,5353.82,33823.56,23206.51,44329.21,3233037.22,2309310.56,5004146.32,99.45,64.7,138.26,57.39,57.39,57.39,21387,21387,21387,,,,33904.26,94.12,831545,21437,21015.71,52.5,2375,36519840.27,-43.5178,1,100597.1942,100597.1942,100597.1942,1,1.1373,0,0.8487,1,1794599.462,376219.1786,828049.3329,3708.78,5312.54,2664.32,710.22,1019.46,510.22,140.95,163.98,126.18,86460,4048,0.0074,0.3359,0.0162
2/17/21,reference,Canada,7139.57,9859.75,5311.65,33921.28,23270.17,44462.39,3240176.78,2314729.82,5015018.32,97.72,63.34,136.91,56.17,56.17,56.17,21443.16,21443.16,21443.16,,,,33970.21,65.95,834150,21473,21117.29,36,2605,36519840.27,-42.8416,1,100642.545,100642.545,100642.545,1,1.1349,0,0.8477,1,1823949.284,394760.2589,849818.3181,3674.18,5216.72,2675.05,696.47,986.36,507.01,141.46,163.95,126.94,86460,4048,0.0075,0.3455,0.0167
2/18/21,reference,Canada,7111.32,9821.26,5272.67,34017.88,23333.02,44594.34,3247288.1,2320146.75,5025860.83,96.59,62.41,136.24,55.24,55.24,55.24,21498.4,21498.4,21498.4,,,,34084.26,114.05,837463,21540,21214.86,67,3313,36519840.27,-42.0475,1,100708.602,100708.602,100708.602,1,1.1325,0,0.8467,1,1853299.105,413301.3393,871587.3033,3661.85,5145.2,2695.82,685.34,956.19,505.47,141.61,163.63,127.32,86460,4048,0.0077,0.3556,0.0171
2/19/21,reference,Canada,7095.28,9797.01,5275.71,34113.48,23395.2,44725.24,3254383.38,2325569.79,5036692.27,95.6,61.62,135.56,54.4,54.4,54.4,21552.8,21552.8,21552.8,,,,34219.12,134.85,840554,21618,21320.43,78,3091,36519840.27,-41.2233,1,100791.475,100791.475,100791.475,1,1.1313,0,0.8456,1,1882650.035,431842.4196,893324.7818,3638.21,5048.96,2697.7,685.04,944,510.67,141.33,163.04,127.24,86460,4048,0.0078,0.3657,0.0175
2/20/21,reference,Canada,7091.47,9786.96,5287.24,34207.84,23456.6,44854.68,3261474.85,2331007.71,5047531.05,94.36,60.72,134.24,53.44,53.44,53.44,21606.25,21606.25,21606.25,,,,34316.17,97.06,843773,21674.67,21412,56.67,3219,36519840.27,-40.4803,1,100887.6888,100887.6888,100887.6888,1,1.1299,0,0.8445,1,1911999.857,450383.5,915072.611,3642.75,4997.25,2726.75,673.93,916.2,507.61,140.62,162.17,126.74,86460,4048,0.008,0.3751,0.0178
2/21/21,reference,Canada,7099.8,9792.87,5301.58,34300.38,23516.89,44981.79,3268574.65,2336469.68,5058395.66,92.54,59.51,131.75,52.2,52.2,52.2,21658.45,21658.45,21658.45,,,,34399.75,83.58,846598,21721.33,21486.86,46.67,2825,36519840.27,-39.9153,1,100994.1936,100994.1936,100994.1936,1,1.1271,0,0.8435,1,1962484.25,465386.5804,937888.9768,3629.65,4919.22,2748.87,675.49,906.78,515.31,139.56,160.99,125.96,86460,4048,0.0081,0.3834,0.018
2/22/21,reference,Canada,7120.54,9821.39,5315.03,34390.49,23575.72,45105.64,3275695.19,2341974.05,5069304.78,90.11,57.99,128.08,50.69,50.69,50.69,21709.14,21709.14,21709.14,,,,34477.12,77.37,849476,21764,21559.71,42.67,2878,36519840.27,-39.5571,1,101108.35,101108.35,101108.35,1,1.1242,0,0.8426,1,2012968.642,480389.6607,960705.3426,3613.71,4846.8,2762.69,680.37,902.82,524.31,138.27,159.61,124.9,86460,4048,0.0081,0.3904,0.0182
2/23/21,reference,Canada,7153.68,9865.32,5341.65,34477.69,23632.78,45225.49,3282848.87,2347532.19,5080277.4,87.2,56.23,123.48,48.99,48.99,48.99,21758.13,21758.13,21758.13,,,,34545.12,68,852266,21803,21654.57,39,2790,36519840.27,-39.3699,1,101227.8955,101227.8955,101227.8955,1,1.1214,0,0.8417,1,2063453.035,495392.7411,985006.4594,3592.93,4777.98,2769.03,681.79,896.02,529.22,136.86,158.12,123.63,86460,4048,0.0081,0.3962,0.0183
2/24/21,reference,Canada,7199.33,9924.78,5379.5,34561.73,23687.88,45340.92,3290048.2,2353154.33,5091332.58,84.04,54.34,118.37,47.22,47.22,47.22,21805.35,21805.35,21805.35,,,,34629.24,84.12,855160,21848,21733.43,45,2894,36519840.27,-39.3021,1,101350.9046,101350.9046,101350.9046,1,1.1185,0,0.8411,1,2113937.428,510395.8214,1009307.576,3554.59,4695.69,2765.86,678.62,885.19,529.57,135.42,156.62,122.28,86460,4048,0.0081,0.4009,0.0184
2/25/21,reference,Canada,7257.55,9999.95,5427.03,34642.58,23741,45451.87,3297305.74,2358850.94,5100877.24,80.86,52.45,113.16,45.48,45.48,45.48,21850.84,21850.84,21850.84,,,,34733.02,103.78,858291,21907,21821.29,59,3131,36519840.27,-39.3099,1,101475.7536,101475.7536,101475.7536,1,1.1157,0,0.8408,1,2164421.821,525398.9018,1033608.693,3517.2,4624.45,2751.24,672.76,874.15,527.2,134.01,155.16,120.95,86460,4048,0.008,0.4049,0.0184
2/26/21,reference,Canada,7328.39,10091.02,5484.19,34720.42,23792.23,45558.58,3304634.13,2364632.71,5110396.83,77.84,50.66,108.41,43.86,43.86,43.86,21894.7,21894.7,21894.7,,,,34818.88,85.87,861509,21957,21920.14,50,3218,36519840.27,-39.359,1,101601.0993,101601.0993,101601.0993,1,1.1143,0,0.8405,1,2214906.214,540401.9821,1057886.23,3477.82,4558.53,2722.13,666.64,864.45,523.3,132.72,153.85,119.71,86460,4048,0.0079,0.4083,0.0185
2/27/21,reference,Canada,7412.24,10198.28,5550.97,34795.52,23841.71,45661.42,3312046.36,2370510.58,5120040.17,75.09,49.02,104.3,42.4,42.4,42.4,21937.1,21937.1,21937.1,,,,34909.16,90.27,864798,22003.67,22009,46.67,3289,36519840.27,-39.4234,1,101725.8754,101725.8754,101725.8754,1,1.1126,0,0.8401,1,2265390.607,555405.0625,1082506.655,3430.78,4489.68,2681.13,658.05,853.61,515.94,131.64,152.78,118.67,86460,4048,0.0079,0.4112,0.0185
2/28/21,reference,Canada,7508.95,10322.08,5627.41,34868.15,23889.61,45760.81,3319555.31,2376495.93,5129823.37,72.63,47.52,100.62,41.1,41.1,41.1,21978.2,21978.2,21978.2,,,,34974.37,65.22,867645,22041.33,22077.14,37.67,2847,36519840.27,-39.4768,1,101849.3099,101849.3099,101849.3099,1,1.1094,0,0.84,1,2337012.428,560712.4286,1110352.704,3377.84,4418.49,2634.74,645.99,839.6,505.02,130.8,151.95,117.86,86460,4048,0.0078,0.414,0.0185
3/1/21,reference,Canada,7618.88,10462.74,5713.52,34938.54,23936.05,45857.08,3327174.19,2382600.32,5139762.63,70.39,46.11,97.28,39.91,39.91,39.91,22018.11,22018.11,22018.11,,,,35008.24,33.86,870241,22062,22165.29,20.67,2596,36519840.27,-39.4801,1,101970.9601,101970.9601,101970.9601,1,1.1062,0,0.8399,1,2408634.25,566019.7946,1145304.5,3322.69,4348.09,2587.68,633.62,826.01,494.14,130.2,151.38,117.29,86460,4048,0.0078,0.4166,0.0186
3/2/21,reference,Canada,7742.04,10620.65,5809.37,35006.83,23981.14,45950.46,3334916.23,2388835.61,5149874.26,68.29,44.76,94.18,38.79,38.79,38.79,22056.9,22056.9,22056.9,,,,35060.1,51.86,872694,22091,22233.43,29,2453,36519840.27,-39.3849,1,102090.7588,102090.7588,102090.7588,1,1.1029,0,0.8399,1,2480256.071,571327.1607,1179930.929,3264.14,4274.29,2539.52,616.95,807.45,480.21,129.88,151.08,116.98,86460,4048,0.0078,0.4191,0.0186
3/3/21,reference,Canada,7878.52,10798.26,5915.02,35073.09,24024.91,46041.03,3342794.75,2395216.45,5160174.63,66.26,43.42,91.2,37.73,37.73,37.73,22094.63,22094.63,22094.63,,,,35160.07,99.97,875505,22147,22312.57,56,2811,36519840.27,-39.1574,1,102209.0651,102209.0651,102209.0651,1,1.0997,0,0.8397,1,2551877.892,576634.5268,1214557.359,3216.33,4213.99,2501.77,597.91,785.39,464.06,129.88,151.13,116.88,86460,4048,0.0077,0.4215,0.0187
3/4/21,reference,Canada,8028.59,10994.03,6031.67,35137.33,24067.39,46128.79,3350823.34,2401760.21,5170680.16,64.24,42.07,88.25,36.69,36.69,36.69,22131.32,22131.32,22131.32,,,,35238.05,77.98,878336,22194,22403.71,47,2831,36519840.27,-38.7912,1,102326.7083,102326.7083,102326.7083,1,1.0964,0,0.8393,1,2623499.714,581941.8929,1249183.788,3171.62,4155.89,2469.56,579.75,764.27,449.12,130.27,151.58,117.18,86460,4048,0.0077,0.4238,0.0188
3/5/21,reference,Canada,8192.65,11207.72,6165.96,35199.48,24108.55,46213.61,3359015.99,2408478.89,5181407.16,62.15,40.68,85.23,35.64,35.64,35.64,22166.96,22166.96,22166.96,,,,35308.55,70.5,881698,22235,22465.86,41,3362,36519840.27,-38.3079,1,102445.0179,102445.0179,102445.0179,1,1.0948,0,0.8383,1,2695121.535,587249.2589,1283959.783,3129.89,4098.9,2443.22,561.56,742.41,434.86,130.97,152.34,117.8,86460,4048,0.0076,0.426,0.0189
3/6/21,reference,Canada,8370.63,11439.46,6311.45,35259.57,24148.41,46295.51,3367386.62,2415383.95,5192371.86,60.09,39.29,82.27,34.63,34.63,34.63,22201.59,22201.59,22201.59,,,,35356.13,47.59,884574,22261.67,22567,26.67,2876,36519840.27,-37.7521,1,102565.8326,102565.8326,102565.8326,1,1.093,0,0.8373,1,2766743.357,592556.625,1318766.113,3099.22,4053.86,2427.89,548.21,726.02,424.98,131.85,153.28,118.58,86460,4048,0.0075,0.4282,0.019
3/7/21,reference,Canada,8562.71,11689.49,6468.18,35317.85,24187.13,46374.86,3375949.33,2422486.29,5203590.51,58.28,38.08,79.75,33.73,33.73,33.73,22235.32,22235.32,22235.32,,,,35410.4,54.27,887597,22292.33,22647.29,30.67,3023,36519840.27,-37.1734,1,102691.4822,102691.4822,102691.4822,1,1.0894,0,0.8358,1,2855813.035,596269.8482,1433447.573,3066.81,4002.83,2412.77,540.52,716.31,419.82,132.81,154.3,119.44,86460,4048,0.0074,0.4304,0.0191
3/8/21,reference,Canada,8768.78,11958.08,6636.25,35374.63,24224.9,46452.13,3384718.11,2429796.04,5215079.45,56.78,37.1,77.72,32.98,32.98,32.98,22268.31,22268.31,22268.31,,,,35456.11,45.7,890632,22319,22720.57,26.67,3035,36519840.27,-36.5983,1,102824.7429,102824.7429,102824.7429,1,1.0858,0,0.834,1,2944923.708,599983.0714,1484271.693,3045.15,3964.09,2406.17,528.74,700.8,412.09,133.75,155.31,120.25,86460,4048,0.0074,0.4326,0.0191
3/9/21,reference,Canada,8988.96,12245.61,6815.79,35430.15,24261.83,46527.64,3393707.07,2437322.75,5226855.05,55.52,36.27,76.26,32.35,32.35,32.35,22300.66,22300.66,22300.66,,,,35506.5,50.39,893452,22348,22802.86,29,2820,36519840.27,-36.0282,1,102968.7668,102968.7668,102968.7668,1,1.0823,0,0.8323,1,3033993.386,603696.2946,1533808.96,3023.17,3924.65,2399.66,519.86,688.22,406.95,134.57,156.18,120.98,86460,4048,0.0074,0.4347,0.0191
3/10/21,reference,Canada,9223.38,12552.32,7006.89,35484.67,24298.07,46601.74,3402930.45,2445076.31,5238933.69,54.52,35.63,75.12,31.85,31.85,31.85,22332.5,22332.5,22332.5,,,,35556.85,50.35,896675,22379,22901.14,31,3223,36519840.27,-35.464,1,103126.9896,103126.9896,103126.9896,1,1.0787,0,0.831,1,3123063.065,607409.5179,1583346.227,3005.59,3894.62,2394.33,517.04,683.26,405.8,135.12,156.78,121.45,86460,4048,0.0073,0.4367,0.0191
3/11/21,reference,Canada,9472.08,12878.5,7209.65,35538.51,24333.8,46674.89,3412402.53,2453067.33,5251331.64,53.84,35.2,74.35,31.46,31.46,31.46,22363.97,22363.97,22363.97,,,,35615.86,59.01,899697,22415,22995.43,36,3022,36519840.27,-34.9187,1,103303.0229,103303.0229,103303.0229,1,1.0751,0,0.8294,1,3212132.744,611122.7411,1632883.494,2989.54,3864.62,2387.72,516.65,680.17,407,135.27,157,121.53,86460,4048,0.0073,0.4385,0.0189
3/12/21,reference,Canada,9735.12,13224.27,7424.16,35591.96,24369.21,46747.53,3422137.65,2461311.43,5264064.93,53.45,34.96,73.87,31.19,31.19,31.19,22395.16,22395.16,22395.16,,,,35678.75,62.89,903156,22449.5,23072.71,34.5,3459,36519840.27,-34.4186,1,103500.538,103500.538,103500.538,1,1.0733,0,0.8278,1,3301202.422,614835.9643,1682398.696,2971.07,3829.53,2376.8,518.17,679.07,409.57,135.15,156.93,121.33,86460,4048,0.0074,0.4401,0.0187
3/13/21,reference,Canada,10012.9,13589.78,7650.53,35645.27,24404.44,46820.03,3432150.55,2469826.31,5277149.25,53.31,34.88,73.58,30.99,30.99,30.99,22426.15,22426.15,22426.15,,,,35738.06,59.31,906695,22484,23150,34.5,3539,36519840.27,-33.9981,1,103723.1485,103723.1485,103723.1485,1,1.0714,0,0.8259,1,3390272.101,618549.1875,1731619.634,2959.25,3802.1,2367.61,521.16,679.71,412.52,134.95,156.77,121.06,86460,4048,0.0075,0.4413,0.0184
3/14/21,reference,Canada,10305.11,13975.04,7888.97,35698.6,24439.63,46892.65,3442455.67,2478623.75,5290599.92,53.33,34.88,73.37,30.81,30.81,30.81,22456.95,22456.95,22456.95,,,,35794.96,56.9,910140,22515.5,23245,31.5,3445,36519840.27,-33.6758,1,103974.2976,103974.2976,103974.2976,1,1.0675,0,0.8243,1,3506793.351,623479.125,1794965.66,2948.2,3776.43,2357.71,526.83,683.84,417.28,134.87,156.73,120.9,86460,4048,0.0075,0.4423,0.0181
3/15/21,reference,Canada,10611.36,14379.71,8139.65,35752.04,24474.87,46965.59,3453067.03,2487715.02,5304431.78,53.45,34.94,73.19,30.62,30.62,30.62,22487.58,22487.58,22487.58,,,,35834.53,39.57,912986,22540,23306,24.5,2846,36519840.27,-33.4206,1,104257.1552,104257.1552,104257.1552,1,1.0636,0,0.8227,1,3623314.601,628409.0625,1851073.066,2941.63,3758.07,2350.84,536.65,693.7,425.15,135.13,157,121.05,86460,4048,0.0076,0.4431,0.0179
3/16/21,reference,Canada,10931.26,14803.31,8402.27,35805.66,24510.19,47038.93,3463998.28,2497110.71,5318659.12,53.62,35,73.41,30.46,30.46,30.46,22518.04,22518.04,22518.04,,,,35872.88,38.35,915804,22563,23397,23,2818,36519840.27,-33.1708,1,104574.5303,104574.5303,104574.5303,1,1.0598,0,0.8213,1,3739835.851,633339,1906934.781,2939.22,3745.34,2346.29,545.68,702.79,431.99,135.89,157.79,121.71,86460,4048,0.0077,0.444,0.0176
3/17/21,reference,Canada,11264.56,15245.27,8676.56,35859.41,24545.6,47112.64,3475262.84,2506820.88,5333295.58,53.76,35.02,73.73,30.29,30.29,30.29,22548.33,22548.33,22548.33,,,,35942.47,69.59,919188,22601,23494,38,3384,36519840.27,-32.8843,1,104928.7986,104928.7986,104928.7986,1,1.0559,0,0.82,1,3856357.101,638268.9375,1962796.495,2933.88,3729.78,2335.62,555.37,713.12,438.6,137.29,159.21,123.01,86460,4048,0.0077,0.4452,0.0175
3/18/21,reference,Canada,11610.81,15704.9,8961.84,35913.13,24581,47186.48,3486873.65,2516854.45,5348354.1,53.72,34.9,73.86,30.08,30.08,30.08,22578.41,22578.41,22578.41,,,,36005.97,63.5,922787,22635,23584,34,3599,36519840.27,-32.561,1,105321.8478,105321.8478,105321.8478,1,1.052,0,0.819,1,3972878.351,643198.875,2018658.21,2919.72,3703.24,2318.03,564.69,723.11,444.83,139.43,161.37,125.05,86460,4048,0.0077,0.4469,0.0174
3/19/21,reference,Canada,11969,16181.37,9257.62,35966.45,24616.15,47259.91,3498842.65,2527219.25,5363846.87,53.32,34.55,73.47,29.76,29.76,29.76,22608.17,22608.17,22608.17,,,,36051.46,45.49,926997,22662.03,23669,27.03,4210,36519840.27,-32.2421,1,105755.0403,105755.0403,105755.0403,1,1.0501,0,0.8184,1,4089399.601,648128.8125,2074583.241,2904.84,3675.86,2300.52,575.35,734.7,452.22,142.25,164.25,127.75,86460,4048,0.0077,0.4492,0.0174
3/20/21,reference,Canada,12338.04,16673.78,9563.11,36019,24650.83,47332.4,3511180.69,2537921.83,5379784.79,52.55,33.95,72.6,29.34,29.34,29.34,22637.52,22637.52,22637.52,,,,36109.95,58.49,931007,22693.4,23775,31.37,4010,36519840.27,-31.9982,1,106229.1913,106229.1913,106229.1913,1,1.0481,0,0.8176,1,4205920.851,653058.75,2130456.77,2891.75,3650.79,2285.55,583.01,742.9,457.2,145.59,167.79,130.87,86460,4048,0.0076,0.4523,0.0174
3/21/21,reference,Canada,12716.89,17181.08,9877.44,36070.66,24684.94,47403.77,3523897.58,2548967.33,5396177.5,51.66,33.26,71.49,28.91,28.91,28.91,22666.43,22666.43,22666.43,,,,36166.23,56.27,934873,22724.77,23851.14,31.37,3866,36519840.27,-31.8943,1,106744.5605,106744.5605,106744.5605,1,1.044,0,0.8165,1,4348935.101,658708.4018,2196517.569,2873.12,3618.22,2267.76,589.81,750.98,461.16,149.27,171.67,134.32,86460,4048,0.0074,0.4563,0.0174
3/22/21,reference,Canada,13105.45,17702.02,10199.72,36121.48,24718.49,47474.09,3537003.03,2560359.07,5413033.27,50.82,32.6,70.4,28.54,28.54,28.54,22694.97,22694.97,22694.97,,,,36216.42,50.2,938646,22755.14,23943.29,30.37,3773,36519840.27,-31.9349,1,107300.8562,107300.8562,107300.8562,1,1.0399,0,0.8156,1,4491949.351,664358.0536,2261839.855,2906.38,3656.54,2289.05,587.55,746.61,458.74,153.04,175.64,137.87,86460,4048,0.0073,0.4611,0.0174
3/23/21,reference,Canada,13503.63,18235.16,10545.83,36171.58,24751.52,47543.53,3550506.66,2572098.39,5430358.82,50.1,32.02,69.75,28.26,28.26,28.26,22723.23,22723.23,22723.23,,,,36249.78,33.36,942250,22774.17,24036.43,19.03,3604,36519840.27,-32.0627,1,107897.2474,107897.2474,107897.2474,1,1.0358,0,0.8149,1,4634963.601,670007.7054,2326566.483,2891.5,3628.44,2276.42,596.3,756.83,464.74,156.69,179.5,141.29,86460,4048,0.0071,0.4663,0.0174
3/24/21,reference,Canada,13909.64,18778.72,10903.49,36221.21,24784.17,47612.43,3564416.3,2584184.46,5448159.01,49.63,31.63,69.59,28.11,28.11,28.11,22751.34,22751.34,22751.34,,,,36292.7,42.93,946291,22799.21,24145.57,25.03,4041,36519840.27,-32.2111,1,108532.3829,108532.3829,108532.3829,1,1.0317,0,0.8147,1,4777977.851,675657.3571,2391276.637,2875.21,3599.16,2263.4,604.77,766.08,471.02,160.09,183.1,144.46,86460,4048,0.007,0.4718,0.0173
3/25/21,reference,Canada,14321.44,19330.62,11268.92,36270.74,24816.66,47681.27,3578737.74,2596614.42,5466437.34,49.53,31.48,69.96,28.11,28.11,28.11,22779.46,22779.46,22779.46,,,,36352.04,59.33,951490,22831.24,24255.71,32.03,5199,36519840.27,-32.3383,1,109204.4139,109204.4139,109204.4139,1,1.0276,0,0.8145,1,4920992.101,681307.0089,2455902.408,2859.14,3569.61,2251.65,609.05,769.19,474.87,163.12,186.35,147.25,86460,4048,0.0069,0.4772,0.0171
3/26/21,reference,Canada,14738.74,19888.64,11628.93,36320.48,24849.17,47750.53,3593476.48,2609399.06,5485195.66,49.75,31.55,70.72,28.26,28.26,28.26,22807.72,22807.72,22807.72,,,,36407.08,55.05,956582,22861.28,24355.86,30.03,5092,36519840.27,-32.4379,1,109911.0184,109911.0184,109911.0184,1,1.0256,0,0.8146,1,5064006.351,686956.6607,2520374.533,2850.77,3549.9,2246.64,617.39,776.99,482.49,165.88,189.32,149.77,86460,4048,0.0069,0.4823,0.0169
3/27/21,reference,Canada,15159.21,20450.24,11967.31,36370.6,24881.8,47820.41,3608635.69,2622547.7,5504433.51,50.12,31.74,71.56,28.47,28.47,28.47,22836.19,22836.19,22836.19,,,,36463.57,56.49,961946,22893.31,24480,32.03,5364,36519840.27,-32.5327,1,110649.4265,110649.4265,110649.4265,1,1.0234,0,0.8147,1,5207020.601,692606.3125,2584875.419,2845.91,3537.93,2245.05,627.5,786.34,491.93,168.53,192.21,152.19,86460,4048,0.0068,0.4869,0.0167
3/28/21,reference,Canada,15578.49,21012.73,12372.85,36421.11,24914.56,47890.93,3624214.18,2636047.57,5524148.29,50.5,31.95,72.27,28.68,28.68,28.68,22864.87,22864.87,22864.87,,,,36517.77,54.2,967072,22922.34,24571.29,29.03,5126,36519840.27,-32.655,1,111416.4444,111416.4444,111416.4444,1,1.0192,0,0.8147,1,5363312.851,699741.6786,2663286.104,2843.83,3529.04,2246.61,639.63,797.62,503.35,171.38,195.29,154.8,86460,4048,0.0068,0.4906,0.0165
3/29/21,reference,Canada,15990.57,21573.21,12764.49,36471.94,24947.46,47962.02,3640204.75,2649880,5544335.02,50.84,32.16,72.73,28.84,28.84,28.84,22893.71,22893.71,22893.71,,,,36545.73,27.96,971647.5,22939.38,24689.57,17.03,4575.5,36519840.27,-32.8042,1,112208.4774,112208.4774,112208.4774,1,1.0149,0,0.8146,1,5519605.101,706877.0446,2742134.761,2844.79,3523.04,2251.05,646.93,802.96,510.99,174.79,198.93,157.97,86460,4048,0.0067,0.4934,0.0163
3/30/21,reference,Canada,16391.71,22128.59,13052.99,36523.1,24980.49,48033.65,3656596.46,2664020.2,5564986.25,51.16,32.37,73.05,28.99,28.99,28.99,22922.69,22922.69,22922.69,,,,36588.54,42.81,976521,22965.41,24817.86,26.03,4873.5,36519840.27,-32.9524,1,113021.5528,113021.5528,113021.5528,1,1.0107,0,0.8139,1,5675897.351,714012.4107,2821113.159,2849.1,3520.37,2259.29,652.12,805.69,517.15,179.13,203.52,162.08,86460,4048,0.0067,0.4958,0.0162
3/31/21,reference,Canada,16777.42,22675.5,13294.41,36574.68,25013.74,48105.93,3673373.88,2678437.6,5586091.93,51.58,32.66,73.45,29.17,29.17,29.17,22951.86,22951.86,22951.86,,,,36645.72,57.19,982034,22998.45,24942.14,33.03,5513,36519840.27,-33.0787,1,113851.3436,113851.3436,113851.3436,1,1.0064,0,0.8135,1,5832189.601,721147.7768,2900091.146,2863.59,3529.87,2276.82,658.58,810.84,524.15,184.72,209.34,167.53,86460,4048,0.0066,0.4981,0.0162
4/1/21,reference,Canada,17143.31,23210.32,13529.44,36626.94,25047.44,48179.19,3690517.19,2693099.62,5607639.2,52.27,33.15,74.23,29.44,29.44,29.44,22981.3,22981.3,22981.3,,,,36722.03,76.31,987839,23042.23,25068.43,43.78,5805,36519840.27,-33.0841,1,114693.1948,114693.1948,114693.1948,1,1.0021,0,0.813,1,5988481.851,728283.1429,2980085.297,2893.98,3557.93,2308,665.77,817.62,531.45,191.82,216.7,174.51,86460,4048,0.0065,0.5005,0.0163
4/2/21,reference,Canada,17488.13,23729.25,13762.59,36680.02,25081.68,48253.56,3708005.32,2707974.6,5629612.03,53.07,33.72,75.27,29.78,29.78,29.78,23011.07,23011.07,23011.07,,,,36783.04,61.01,994761,23076.77,25200.71,34.53,6922,36519840.27,-33.6225,1,115542.1554,115542.1554,115542.1554,1,1,0,0.8125,1,6144774.101,735418.5089,3060135.176,2938.44,3601.57,2352.28,672.46,824.52,538.16,200.57,225.69,183.13,86460,4048,0.0065,0.5036,0.0166
4/3/21,reference,Canada,17812.52,24237.01,13979.86,36733.99,25116.52,48329.17,3725817.83,2723032.3,5651991.22,53.97,34.35,76.45,30.18,30.18,30.18,23041.26,23041.26,23041.26,,,,36832,48.96,1001584,23103.3,25317,26.53,6823,36519840.27,-33.9983,1,116393.0182,116393.0182,116393.0182,1,0.9978,0,0.8118,1,6301066.351,742553.875,3140455.576,3008.39,3676.02,2419.01,683.95,837.09,549.2,210.97,236.34,193.4,86460,4048,0.0065,0.5075,0.0169
